Cite Key,Title,Authors,Year,Publication Date,Journal,Abstract,Citation Count,Citations/Year,DOI,URL
She25,Imaging the Treatment of Alzheimer Disease: 2030 Could Look Very Different.,Timothy M Shepherd,2025,2025-06-01,Radiology,"""Just Accepted"" papers have undergone full peer review and have been accepted for publication in Radiology. This article will undergo copyediting, layout, and proof review before it is published in its final version. Please note that during production of the final copyedited article, errors may be discovered which could affect the content.",0,0.0,10.1148/radiol.251704,https://doi.org/10.1148/radiol.251704
Pat25,Targeting Microglial Activation to Modulate Neuroinflammation in Alzheimer’s Disease,Vinay Patil; Amit Sharma; Bhavin Parekh; Husni Farah; S. Jyothi; Swati Mishra; Anima Nanda; Shaker Al-Hasnaawei; M. Mishra,2025,2025-12-01,NeuroMolecular Medicine,,3,5.1,10.1007/s12017-025-08898-2,https://doi.org/10.1007/s12017-025-08898-2
Lee25,Modulating Neuroinflammation as a Prospective Therapeutic Target in Alzheimer’s Disease,Eunshil Lee; Yongmin Chang,2025,2025-01-22,Cells,"The recent approval of lecanemab highlights that the amyloid beta (Aβ) protein is an important pathological target in Alzheimer’s disease (AD) and further emphasizes the significance of neuroinflammatory pathways in regulating Aβ accumulation. Indeed, Aβ accumulation triggers microglia activation, which are key mediators in neuroinflammation. The inflammatory responses in this process can lead to neuronal damage and functional decline. Microglia secrete proinflammatory cytokines that accelerate neuronal death and release anti-inflammatory cytokines and growth factors contributing to neuronal recovery and protection. Thus, microglia play a dual role in neurodegeneration and neuroprotection, complicating their function in AD. Therefore, elucidating the complex interactions between Aβ protein, microglia, and neuroinflammation is essential for developing new strategies for treating AD. This review investigates the receptors and pathways involved in activating microglia and aims to enhance understanding of how these processes impact neuroinflammation in AD, as well as how they can be regulated. This review also analyzed studies reported in the existing literature and ongoing clinical trials. Overall, these studies will contribute to understanding the regulatory mechanisms of neuroinflammation and developing new therapies that can slow the pathological progression of AD.",24,16.6,10.3390/cells14030168,https://doi.org/10.3390/cells14030168
Mis26,"Advances in anti-tau therapeutics for alzheimer’s disease: immunotherapy, gene modulation, and combination approaches",H. Mishra; M. K. Mishra,2026,2026-06-10,Molecular Biology Reports,,0,0.0,10.1007/s11033-026-12108-y,https://doi.org/10.1007/s11033-026-12108-y
Hei25,An overview of gene and cell therapy approaches for Alzheimer’s disease,Zahra Heidari; Alireza Zakaee; Asma Vafadar; S. Alavimanesh; Hossein Charami; Zahra Jamali; Ali Honari Jahromi; Abbas Rakhsha; A. Savardashtaki,2025,2025-12-26,Metabolic Brain Disease,,0,0.0,10.1007/s11011-025-01763-y,https://doi.org/10.1007/s11011-025-01763-y
Elf26,Challenges and Opportunities of Drug Delivery for Treatment of Alzheimer’s Disease,M. A. Abd El-Fattah,2026,2026-01-01,AAPS PharmSciTech,"Alzheimer’s disease (AD) is a neurodegenerative disorder characterized by progressive deterioration in cognitive functions. It represents a global health concern with increasing prevalence and devastating outcomes for the quality of life that could ultimately lead to death. AD is associated with deposition of β-amyloid (Aβ) plaques and intracellular buildup of tau proteins forming neurofibrillary tangles (NFTs), which are the main characteristics for AD brain tissues. Approved AD therapy is based mainly on symptomatic relief, and conventional medicaments often fail due to either low bioavailability, limited solubility, or failure to cross blood–brain barrier (BBB). The complexity in AD pathophysiology opens windows for many therapeutic options. So, lecanemab was recently approved by FDA as the first disease-modifying therapy. However, drug delivery to the brain remains challenging due to the nature of BBB. Hence, more extensive research is essential to develop disease-modifying therapies and also to find drug delivery strategies to ensure simplified administration and successful brain delivery. This review article summarizes AD pathogenesis with the corresponding treatment targets. It emphasizes innovative drug delivery strategies and novel formulation approaches to deliver medicines across BBB. The use of recent advancements in drug delivery to deliver medicaments across BBB are highlighted, with focus given to novel drug delivery systems and formulation of nanoparticles for brain targeting. The use of nutraceuticals, gene therapy, and stem cell therapy are is covered.",2,3.9,10.1208/s12249-025-03316-z,https://doi.org/10.1208/s12249-025-03316-z
Guo25,Advances of therapeutic strategies for Alzheimer’s disease,Xing Guo; Rui-zhu Yue; Z. Cui; Shuying Wang; T. Jia; Wenqiang Li; Wei Zhang; Linlin Shan; Chaokun Li,2025,2025-10-01,Journal of Neurology,,3,3.9,10.1007/s00415-025-13456-8,https://doi.org/10.1007/s00415-025-13456-8
Seg26,Avances en el tratamiento de la enfermedad de Alzheimer,José María Vargas Segura,2026,2026-01-01,FMC - Formación Médica Continuada en Atención Primaria,,0,0.0,10.1016/j.fmc.2025.08.001,https://doi.org/10.1016/j.fmc.2025.08.001
Shi25,Influence of patient characteristics on efficacy and safety of anti-amyloid monoclonal antibodies in Alzheimer's disease: A systematic review and meta-analysis.,Grace H. Shim; Edward C. Y. Lau; A. Huynh; Christine Y. Lu; Edwin C. K. Tan,2025,2025-12-04,Ageing research reviews,"BACKGROUND
Lecanemab and donanemab are the first anti-amyloid monoclonal antibodies (mAbs) clinically available as disease-modifying therapies for Alzheimer's disease (AD). However, it remains unclear whether their treatment effects differ across demographic, clinical, or genetic subgroups.


OBJECTIVE
This systematic review aimed to explore how patient characteristics modify the efficacy, safety and humanistic outcomes of anti-amyloid mAbs lecanemab and donanemab in patients with early AD.


METHODS
A systematic search of MEDLINE, Embase, Scopus, Web of Science, and Cochrane Library was conducted from database inception to July 30th, 2025, using a combination of keywords and Medical Subject Heading terms relating to lecanemab and donanemab. Meta-analyses were conducted for safety outcomes where sufficient data was available.


RESULTS
Sixteen studies representing six randomised clinical trials (total N=5633) were included. Both lecanemab and donanemab showed the greatest slowing of cognitive decline in White/Caucasian patients and apolipoprotein E4 (ApoE4) non-carriers. Amyloid-related imaging abnormalities with edema/effusion (ARIA-E) and microhemorrhages (ARIA-H) were more prevalent in ApoE4 carriers. The risk of ARIA-E was 2.19 times higher (95%CI:1.91-2.50) and ARIA-H was 3.45 times higher (95%CI:1.35-8.72) in ApoE4 carriers versus non-carriers. Statistically significant improvements in health-related quality of life were observed with lecanemab in ApoE4 heterozygous participants and in those aged 65-74 years.


CONCLUSIONS
The efficacy and safety of anti-amyloid mAbs in AD may differ based on patients' demographic and genetic factors. These findings highlight the potential for personalised treatment strategies and inform national drug policies. Further research is needed to evaluate long-term outcomes and address under-studied patient populations.


SUMMARY
The efficacy and safety of lecanemab and donanemab varied across patient subgroups, including age, sex, race/ethnicity and genetic factors such as ApoE4 genotype status. The risk of ARIA was higher in ApoE4 carriers, particularly the homozygous.",4,6.8,10.1016/j.arr.2025.102981,https://doi.org/10.1016/j.arr.2025.102981
Ard26,Infusion‐related reactions in donanemab‐treated participants with early symptomatic Alzheimer's disease,P. Ardayfio; Garrett R. Mullins; Rashna Khanna; J. Zimmer; Hong Wang; E. S. M. Nery; C. Evans; Pawel Piela; C. Battioui; Steve Lauzon; Greg Anglin; H. Ng; A. Jayaraman; N. Agada; C. Natalie; D. Brooks; J. Sims,2026,2026-01-01,Alzheimer's & Dementia : Translational Research & Clinical Interventions,Infusion‐related reactions (IRRs) and hypersensitivity are adverse events associated with therapeutic antibodies. Characterization of IRRs can lead to improved risk anticipation and management of this event. This post hoc analysis characterizes IRRs in donanemab‐treated participants with early symptomatic Alzheimer's disease (AD) from several multicenter studies.,1,2.0,10.1002/trc2.70229,https://doi.org/10.1002/trc2.70229
Haz26b,Long-term extension data do not robustly support clinical disease course modification with donanemab,Jemma Hazan; Kathy Y. Liu; Robert Howard,2026,2026-02-20,The Journal of Prevention of Alzheimer's Disease,,0,0.0,10.1016/j.tjpad.2026.100511,https://doi.org/10.1016/j.tjpad.2026.100511
Cie26,"Donanemab: A comprehensive review of mechanism, clinical efficacy, and safety in early stage Alzheimer’s disease therapy",Joanna Ciećwierz; M. Zielińska; Paweł Szajewski; Michał Kotowicz; A. Zagórska; Maria Koczkodaj; Magdalena Bieniak; J. Kucharski,2026,2026-05-06,Annales Academiae Medicae Silesiensis,"Alzheimer’s disease is a progressive neurodegenerative disease and the main cause of dementia worldwide. It affects cognitive decline, functional impairment and a significant burden on socjety. For many years, available treatments focused on reducing symptoms and did alter the underlying neurodegenerative process. Recent advances in drug develepment show that there are real possibilities for disease-modifying therapies that will target pathomechanisms such as β-amyloid deposition. The following review narrates the current knowledge about donanemab, a humanized monoclonal antibody targeting N-terminal pyroglutamate-modified amyloid-β, focusing on its mechanism of action, pharmacokinetics, clinical efficacy, and safety profile. The review was based on published results of clinical trials and review articles identified in medical databases. Donanemab promotes microglia-mediated clearance of amyloid plaques by binding to dense-core amyloid plaques. Additionally, it reduces plasma concentrations of phosphorylated tau 217 and glial fibrillary acidic protein (GFAP). Pharmacokinetic studies show predictable, dose-dependent exposure after intravenous administration. In Phase II and III clinical trials donanemab treatment resulted in significant reduction in cognitive and functional decline. Positron emission tomography (PET) imaging showed substantial amyloid reduction and changes in plasma and cerebrospinal fluid biomarker levels. The most common adverse event was amyloid-related imaging abnormalities (ARIA), but most cases were asymptomatic and resolved after treatment adjustment. Compared with other anti-amyloid monoclonal antibodies, donanemab achieves more rapid and complete amyloid clearance than aducanumab and shows similar disease-modifying activity to lecanemab. Ongoing research on emerging therapies for Alzheimer’s disease may lead to further breakthroughs in disease treatment.",0,0.0,10.18794/aams/218631,https://doi.org/10.18794/aams/218631
Gob26,Functional connectome metrics reveal distinct prognostic subtypes in two Phase 3 gantenerumab trials,Susanna Gobbi; Erica Silvestri; Matteo Tonietto; G. Klein; Martijn van den Heuvel; S. Magon,2026,2026-04-01,Alzheimer's & Dementia : Translational Research & Clinical Interventions,"Abstract INTRODUCTION Alzheimer's disease (AD) heterogeneity poses significant challenges for drug development, identification of individuals at risk, and treatment response prediction. Scientists have leveraged graph theory and resting‐state functional magnetic resonance imaging (rs‐fMRI) to successfully stratify people with AD. Still, the prognostic value of rs‐fMRI graph metrics in AD clinical trials remains unclear. METHODS We analyzed rs‐fMRI from participants in amyloid‐lowering clinical trials. Four graph metrics—global efficiency, clustering coefficient, modularity, and shortest path length—were computed and baseline clusters defined using unsupervised k‑means. We investigated the baseline connectome of each cluster to assess the level of network dysfunction and impairment (i.e., loss of global integration, resulting in disrupted communication between brain regions and reduced global efficiency). These clusters were related to a 116‐week change in cognition and brain volume using covariate‐adjusted mixed‐effects models. RESULTS Three clusters emerged with distinct functional connectome efficiency, demographic, and AD‐related biomarkers profiles. These baseline differences led to significant variations in disease progression. The most impaired‑connectome cluster declined fastest, whereas the most integrated declined slowest. DISCUSSION rs‐fMRI graph metrics might effectively stratify participants with AD in clinical trials and serve as potential prognostic biomarkers.",0,0.0,10.1002/trc2.70259,https://doi.org/10.1002/trc2.70259
Wu26b,Behavioral Variant in Alzheimer's Disease.,Chuang-Kuo Wu; Jennifer M Dailey; John E Donahue,2026,2026-01-01,Acta neurologica Taiwanica,"In this review, the authors report on the development and discovery of atypical variants in Alzheimer's disease (AD). The behavioral variant of AD is emphasized and described in detail, in addition to its comparison with other variants. Furthermore, the newly developed diagnostic criteria and diagnostic approach are explained and applied for clinical practice in neurology. Principles of management and treatment for behavioral variants are highlighted. Three cases are reported to illustrate different courses of pathophysiology in behavioral variants in AD.",0,0.0,10.4103/ant.ANT-D-25-00098,https://doi.org/10.4103/ant.ANT-D-25-00098
Kas25,Non-Invasive Retinal Biomarkers for Early Diagnosis of Alzheimer’s Disease,S. Kaštelan; A. Gverović Antunica; V. Puzović; Ana Didović Pavičić; S. Čanović; Petra Kovačević; Pia Antonia Franciska Vučemilović; Suzana Konjevoda,2025,2025-01-24,Biomedicines,"Alzheimer’s disease (AD) is a progressive neurodegenerative disorder of the brain associated with ageing and is the most prevalent form of dementia, affecting an estimated 55 million people worldwide, with projections suggesting this number will exceed 150 million by 2050. With its increasing prevalence, AD represents a significant global health challenge with potentially serious social and economic consequences. Diagnosing AD is particularly challenging as it requires timely recognition. Currently, there is no effective therapy for AD; however, certain medications may help slow its progression. Existing diagnostic methods such as magnetic resonance imaging (MRI), computed tomography (CT), positron emission tomography (PET), and biomarker analysis in cerebrospinal fluid tend to be expensive and invasive, making them impractical for widespread use. Consequently, research into non-invasive biomarkers that enable early detection and screening for AD is a crucial area of contemporary clinical investigation. One promising approach for the early diagnosis of AD may be retinal imaging. As an extension of the central nervous system, the retina offers a distinctive opportunity for non-invasive brain structure and function assessment. Considering their shared embryological origins and the vascular and immunological similarities between the eye and brain, alterations in the retina may indicate pathological changes in the brain, including those specifically related to AD. Studies suggest that structural and vascular changes in the retina, particularly within the neuronal network and blood vessels, may act as markers of cerebral changes caused by AD. These retinal alterations have the potential to act as biomarkers for early diagnosis. Since AD is typically diagnosed only after a significant neuronal loss has occurred, identifying early diagnostic markers could enable timely intervention and help prevent disease progression. Non-invasive retinal imaging techniques, such as optical coherence tomography (OCT) and OCT angiography, provide accessible methods for the early detection of changes linked to AD. This review article focuses on the potential of retinal imaging as a non-invasive biomarker for early diagnosis of AD. Investigating the ageing of the retina and its connections to neurodegenerative processes could significantly enhance the diagnosis, monitoring, and treatment of AD, paving the way for new diagnostic and therapeutic approaches.",16,11.1,10.3390/biomedicines13020283,https://doi.org/10.3390/biomedicines13020283
Mah25,Integrating molecular imaging with near-infrared theranostics to improve early detection and therapy of Alzheimer's disease.,Gaurav Mahajan; Kalpana Pandya; Avanish Tripathi; Devendra Kumar,2025,2025-09-01,Bioorganic chemistry,"Alzheimer's disease (AD) remains a significant unmet clinical need due to its asymptomatic prodromal phase and multifaceted pathophysiology, which comprises amyloid-β (Aβ) plaques characterized by neurofibrillary tangles (NFTs) of hyperphosphorylated tau. Conventional diagnostic methods, such as magnetic resonance imaging (MRI) and positron emission tomography (PET), detect AD only after extensive neuronal loss. Recent progress in chemical biology has enabled the creation of multifunctional small-molecule theranostic probes that integrate diagnostic imaging with therapeutic intervention. This review emphasizes the design and molecular engineering of new probes in particular, near-infrared (NIR) dyes, aryl quinolines, cyanine-based fluorophores, and curcumin derivatives, which are highly specific for Aβ and tau aggregates, penetrate the blood-brain barrier (BBB) effectively, and are amenable to multimodal imaging including near-infrared imaging (NIR) fluorescence, MRI, PET. These probes commonly contain donor-acceptor motifs and exhibit environment-sensitive fluorescence, allowing for the real-time imaging of pathological protein aggregation. Furthermore, we consider dual-mode probes, such as PiB-C and BTTA, which combine metal chelation therapy with imaging, providing a targeted approach to disaggregate Aβ plaques concurrently visualizing therapeutic effectiveness. Through the combination of synthetic chemistry, molecular imaging, and neurotherapeutics, this transdisciplinary approach outlines a promising new paradigm for early AD detection and treatment. The development of these small-molecule theranostics presents new opportunities for personalized medicine in treating neurodegenerative diseases.",1,1.2,10.1016/j.bioorg.2025.108949,https://doi.org/10.1016/j.bioorg.2025.108949
Pin26,Aging and Alzheimer’s: the critical role of mitochondrial dysfunction and synaptic alterations,Pinky; Zitin Wali; Neha; Prachi Tiwari; Mohamed El-Tanani; S. Rabbani; Suhel Parvez,2026,2026-01-02,Frontiers in Synaptic Neuroscience,"Alzheimer’s disease is a progressive neurodegenerative disorder marked by cognitive decline, accumulation of amyloid-β plaques and neurofibrillary tangles, synaptic dysfunction, and mitochondrial impairment. Despite multiple therapeutic strategies, currently available treatments only provide symptomatic relief without halting disease progression. Emerging evidence implicates mitochondrial dysfunction–including oxidative stress, impaired calcium signaling, mitophagy deficits, disrupted proteostasis, and electron transport chain abnormalities, as central to AD pathogenesis. These dysfunctions contribute to synaptic degeneration, increased reactive oxygen species, and neuronal death. This review consolidates current knowledge on the mechanistic pathways of mitochondrial impairment in AD and their downstream effects on neuronal health. We also explore the therapeutic potential of multitarget approaches, including agents targeting Aβ and tau pathology, oxidative stress mitigation, mitochondrial quality control, and synaptic restoration. By integrating evidence from recent preclinical and clinical studies, this work highlights mitochondrial homeostasis as a promising frontier for disease-modifying therapies in AD.",4,7.9,10.3389/fnsyn.2025.1676317,https://doi.org/10.3389/fnsyn.2025.1676317
Dog25,Synaptic Dysfunction in Alzheimer’s Disease: A Narrative Review of Neuronal Changes,G. Doğan; Güvem Gümüş Akay,2025,2025-12-31,Ankara Üniversitesi Tıp Fakültesi Mecmuası,"Alzheimer's disease (AD) is a prevalent neurological condition among the elderly, characterized by progressive cognitive decline and is the most common form of dementia. Neurofibrillary tangles (NFTs) and amyloid beta (Aβ) plaques are the hallmark pathological features of AD. However, substantial experimental evidence suggests that alterations in synaptic function, leading to cognitive impairment in AD patients, may represent early indicators of the disease. In this review, we classify, discuss, and describe the primary findings related to changes in the neurophysiological mechanisms of pre- and post-synaptic structure and function underlying AD. Both mechanical and chemical impairments caused by Aβ plaques and NFTs disrupt synaptic function, leading to compromised long-term potentiation (LTP) and long-term depression (LTD), as well as alterations in pre- and post-synaptic proteins.",0,0.0,10.65092/autfm.1733075,https://doi.org/10.65092/autfm.1733075
Joh25,Developing a transcriptomic atlas of Alzheimer's Disease progression in the Tg2576 mouse model using single‐cell RNA‐sequencing technology,K. Johns; Giorgia Caspani; W. Leung; C. Singh; M. Baeva; C. Pfeifer; W. Jefferies,2025,2025-12-01,Alzheimer's & Dementia,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder marked by cognitive decline, ultimately leading to dementia and death. While the amyloid hypothesis has historically guided AD research, emerging evidence suggests alternative mechanisms, including vascular dysfunction. Angiogenesis, the formation of new blood vessels, is increasingly implicated in early AD pathology, yet transcriptomic insights remain limited. To address this gap, we generated the first single‐cell transcriptomic profile of AD progression in a mouse model, aiming to identify novel molecular mechanisms and potential therapeutic targets.",0,0.0,10.1002/alz70855_097892,https://doi.org/10.1002/alz70855_097892
Mil25,An exhausted-like microglial population accumulates in aged and APOE4 genotype Alzheimer’s brains 2593,Alon Millet; J. Ledo; Sohail Tavazoie,2025,2025-11-01,The Journal of Immunology,"'
 
 
 The dominant risk factors for Alzheimer’s disease (AD) are advanced age and the APOE4 genetic variant. However, while AD is tightly linked to neuroinflammation, the impacts of these two factors on brain immune function are poorly understood. To address this question, we generated an integrative, longitudinal single-cell atlas of brain immune cells in AD model mice bearing knock-in of the three common human APOE alleles (APOE2, APOE3, and APOE4). Transcriptomic and chromatin accessibility analyses identified a reactive microglial population defined by the concomitant expression of inflammatory signals and cell-intrinsic stress markers whose frequency drastically increased with age and APOE4 burden. An equivalent cell state was detectable in the cortical tissue of human AD patients by multiplexed spatial transcriptomics. This population, which we name terminally inflammatory microglia (TIM), exhibited defects in amyloid-β clearance and acted as a key orchestrator of the recruitment of adaptive immune populations from the meninges during aducanumab therapy. Our findings cast TIM as a functionally impaired state induced by chronic neuroinflammation, suggestive of an exhausted-like microglial phenotype analogous to T cell exhaustion in the tumor microenvironment. As TIM accumulation in the AD milieu is most pronounced in APOE4 carriers and the elderly, this microglial population may be implicated in AD risk and pathology and thus presents a potential therapeutic target for AD.
 
 
 
 Supported by NIH R35CA274446; T32GM132083; Reem Kayden Award.
 
 
 
 Computational and Systems Immunology (COMP)
",0,0.0,10.1093/jimmun/vkaf283.495,https://doi.org/10.1093/jimmun/vkaf283.495
Yu26,Single‐cell transcriptomic analysis reveals APOE genotype‐dependent sex differences in Alzheimer's disease,Gefei Yu; Abigail Thorpe; Qi Zeng; Erming Wang; A. Goate; Dongming Cai; Minghui Wang; Bin Zhang,2026,2026-05-01,Alzheimer's & Dementia,"Abstract INTRODUCTION Alzheimer's disease (AD) is the most common form of dementia, with approximately two‐thirds of AD patients being female. Basic and clinical research studies provide strong evidence that sex‐specific differences contribute to AD complexity. Additionally, sex‐specific interactions between apolipoprotein E (APOE) 𝜀4, the primary genetic risk factor of AD, and AD‐associated neurodegenerative processes are well documented. However, there has been no comprehensive investigation into the interplay between sex and APOE genotypes at the single‐cell level. METHODS In this study, we systematically explore sex‐ and APOE‐associated differences in single‐cell transcriptomics in AD. RESULTS Our work provides a high‐resolution landscape of sex and APOE genotype‐specific transcriptomic changes across 54 high‐resolution cell types in AD and highlights genes and brain cell populations that show significant sex‐ and APOE‐specific differences in AD. DISCUSSION This study lays the groundwork for understanding the complex molecular mechanisms of AD and informs the development of targeted sex‐ and APOE‐stratified interventions for AD.",0,0.0,10.1002/alz.71463,https://doi.org/10.1002/alz.71463
Zha26,An integrative multi-omics framework for decoding microglial ecosystems in Alzheimer's disease,Chuyun Zhang; Kei Hang Katie Chan,2026,2026-03-01,Briefings in Bioinformatics,"Abstract Background Alzheimer’s disease involves complex cellular alterations, yet current methods analyze cell states, signaling, and genetic risk in isolation, preventing systems-level understanding. Methods We developed an integrative framework combining quasi-binomial compositional analysis, scDemon [1], LIANA [2], scFates [3], and scDRS [4], applied to 12 integrated snRNA-seq datasets from human entorhinal and prefrontal cortex. Results Analysis revealed coordinated cellular alterations with inhibitory neuron depletion and microglia expansion. scDemon identified novel microglial states including a filopedia dynamics module (MYO10/PARVG). Trajectory analysis showed progression from homeostatic (P2RY12-high) to proliferative (APOE, AXL-high) and senescent (CDKN1A-high) states. LIANA implicated RTN4-LINGO1 signaling in impaired neuronal repair, while scDRS mapped disease genetic risk to microglial cells. Conclusion Our framework links cellular pathophysiology to genetic etiology, providing a blueprint for identifying therapeutic targets in neurodegenerative disease. References 1. Mathys H, Boix CA, Akay LA et al. ‘Single-cell multiregion dissection of Alzheimer’s disease.’ Nature 2024;632:858–868. 2. Dimitrov D, Schäfer PSL, Farr E et al. ‘LIANA+ provides an all-in-one framework for cell–cell communication inference.’ Nature Cell Biology 2024;26:1613–1622. 3. Faure L, Soldatov R, Kharchenko PV et al. ‘scFates: a scalable python package for advanced pseudotime and bifurcation analysis from single-cell data.’ Bioinformatics 2022;39. 4. Zhang MJ, Hou K, Dey KK et al. ‘Polygenic enrichment distinguishes disease associations of individual cells in single-cell RNA-seq data.’ Nature Genetics 2022;54:1572–1580.",0,0.0,10.1093/bib/bbag057,https://doi.org/10.1093/bib/bbag057
Mur26,Single-Nuclei Transcriptomic Characterization of APOE4-Associated Alzheimer’s Disease,Kaitlin E. Murtha; Anjalika Chongtham; Won-min Song; Marjan Ilkov; Minghui Wang; Catherine Qing Chen; Claudia De Sanctis; Risit Datta; D. Purohit; Edward B. Lee; Bin Zhang; Ana C. Pereira,2026,2026-04-04,bioRxiv,,0,0.0,10.64898/2026.04.03.715591,https://doi.org/10.64898/2026.04.03.715591
Wu26,Single-cell RNA sequencing decodes celltype- specific pathogenesis in Alzheimer’s disease,Jiale Wu,2026,2026-02-28,MedScien,"Alzheimer ’s disease (AD) is the most prevalent neurodegenerative dementia, characterized by progressive cognitive decline, amyloid-beta (Aβ) plaques, and neurofibrillary tangles. Its cell-type-specific pathogenic mechanisms remain unclear due to conventional bulk sequencing’s limitation of averaging gene expression across heterogeneous brain tissues, hindering curative therapy development. Single-cell RNA sequencing (scRNA-seq) has emerged as a transformative tool to dissect AD’s cellular heterogeneity, enabling highresolution analysis of cell-type-specific transcriptional changes. This paper synthesizes key scRNA-seq findings in AD: it reveals region-dependent vulnerability of excitatory and inhibitory neurons, leading to disrupted excitatoryinhibitory (E/I) balance, identifies dynamic transitions of disease-associated microglia (DAM) from protective phagocytosis to maladaptive neuroinflammation, and uncovers disease-associated astrocytes (DAA) contributing to pathology via excitotoxicity, inflammation, and lipid dysregulation. It also discusses scRNA-seq limitations (e.g., postmortem sample reliance, high costs) and proposes future directions like spatial transcriptomics integration. By summarizing scRNA-seq-driven insights, this paper provides a foundation for cell-type-specific therapeutic strategies and precision medicine in AD.",0,0.0,10.61173/vcqdw178,https://doi.org/10.61173/vcqdw178
Wei25,Glial changes and gene expression in Alzheimer's disease from snRNA-Seq and spatial transcriptomics,Songren Wei; Chenyang Li; Wenxuan Li; Fumiao Yuan; Jingjing Kong; Xi Su; Peng Huang; Hongbo Guo; Jiangping Xu; Haitao Sun,2025,2025-04-23,Journal of Alzheimer's Disease,"Background Alzheimer's disease (AD) is characterized by cortical atrophy, glutamatergic neuron loss, and cognitive decline. However, large-scale quantitative assessments of cellular changes during AD pathology remain scarce. Objective This study aims to integrate single-nuclei sequencing data from the Seattle Alzheimer's Disease Cortical Atlas (SEA-AD) with spatial transcriptomics to quantify cellular changes in the prefrontal cortex and temporal gyrus, regions vulnerable to AD neuropathological changes (ADNC). Methods We mapped differentially expressed genes (DEGs) and analyzed their interactions with pathological factors such as APOE expression and Lewy bodies. Cellular proportions were assessed, focusing on neurons, glial cells, and immune cells. Results RORB-expressing L4-like neurons, though vulnerable to ADNC, exhibited stable cell numbers throughout disease progression. In contrast, astrocytes displayed increased reactivity, with upregulated cytokine signaling and oxidative stress responses, suggesting a role in neuroinflammation. A reduction in synaptic maintenance pathways indicated a decline in astrocytic support functions. Microglia showed heightened immune surveillance and phagocytic activity, indicating their role in maintaining cortical homeostasis. Conclusions The study underscores the critical roles of glial cells, particularly astrocytes and microglia, in AD progression. These findings contribute to a better understanding of cellular dynamics and may inform therapeutic strategies targeting glial cell function in AD.",0,0.0,10.1177/13872877251330320,https://doi.org/10.1177/13872877251330320
Sun25,Spatial Multi-Omics Workflow and Analytical Guidelines for Alzheimer’s Neuropathology,Xuehan Sun; Hannah R. Hudson; Timothy C. Orr; Srinivas Koutarapu; Alyssa Rosenbloom; Matthew Ingalls; O. Braubach; C. D. Keene; Joseph M. Beechem; Miranda E. Orr,2025,2025-11-17,bioRxiv,"Spatial biology technologies enable high-dimensional profiling within intact tissues, revealing how molecular and cellular organization drives function and disease. As these platforms gain broader adoption, standardized analytical frameworks are needed to ensure data quality and reproducibility. Here, we present an end-to-end pipeline for the GeoMx Digital Spatial Profiler that simultaneously generates whole-transcriptome and 637-protein measurements from user-defined regions within the same tissue sections. The workflow integrates morphology-guided region selection, quality control, normalization, and multi-modal data interpretation. Applied to formalin-fixed cortical tissues from Alzheimer’s disease, dementia with Lewy bodies, amyotrophic lateral sclerosis, and controls, the framework resolves spatially distinct molecular domains. Transcript and protein signals diverge across amyloid plaque cores and surrounding glial-rich regions, with RNA–protein concordance varying by disease condition, while single-neuron profiling with and without pathogenic tau deposition illustrates protein assay sensitivity. This dataset provides a rigorously validated resource for spatial multi-omic analyses and establishes broadly applicable guidelines for reliable, reproducible profiling of complex tissues.",0,0.0,10.1101/2025.11.16.688710,https://doi.org/10.1101/2025.11.16.688710
